"Freq [MHz]","mag(Zt(Rectangle3_T1,Rectangle3_T1)) []"
100,340.807586041205
100.5,338.513959860108
101,336.239385385846
101.5,333.983568592036
102,331.746221092424
102.5,329.527060002038
103,327.325807802343
103.5,325.142192210298
104,322.975946051168
104.5,320.826807134967
105,318.694518136411
105.5,316.578826478266
106,314.479484217974
106.5,312.396247937459
107,310.328878635993
107.5,308.277141626034
108,306.240806431939
108.5,304.219646691452
109,302.213440059879
109.5,300.221968116875
110,298.245016275737
110.5,296.282373695152
111,294.333833193291
111.5,292.399191164204
112,290.478247496422
112.5,288.570805493708
113,286.676671797888
113.5,284.795656313694
114,282.92757213556
114.5,281.072235476316
115,279.229465597704
115.5,277.399084742681
116,275.580918069448
116.5,273.774793587138
117,271.980542093139
117.5,270.197997111981
118,268.426994835749
118.5,266.667374065976
119,264.918976156973
119.5,263.181644960549
120,261.455226772081
120.5,259.739570277904
121,258.034526503961
121.5,256.339948765699
122,254.65569261916
122.5,252.981615813241
123,251.317578243075
123.5,249.663441904523
124,248.019070849726
124.5,246.384331143686
125,244.759090821872
125.5,243.143219848779
126,241.536590077457
126.5,239.939075209954
127,238.35055075865
127.5,236.770894008473
128,235.199983979952
128.5,233.637701393097
129,232.08392863208
129.5,230.538549710682
130,229.001450238513
130.5,227.472517387948
131,225.951639861788
131.5,224.438707861607
132,222.933613056783
132.5,221.436248554173
133,219.946508868431
133.5,218.464289892949
134,216.98948887139
134.5,215.522004369822
135,214.061736249401
135.5,212.608585639632
136,211.162454912145
136.5,209.72324765501
137,208.290868647559
137.5,206.865223835692
138,205.446220307681
138.5,204.033766270428
139,202.627771026183
139.5,201.228144949706
140,199.834799465858
140.5,198.447647027607
141,197.066601094442
141.5,195.691576111187
142,194.32248748719
142.5,192.95925157589
143,191.601785654746
143.5,190.250007905522
144,188.903837394905
144.5,187.563194055466
145,186.227998666936
145.5,184.898172837802
146,183.573638987201
146.5,182.254320327119
147,180.940140844866
147.5,179.631025285842
148,178.326899136562
148.5,177.027688607953
149,175.733320618899
149.5,174.443722780038
150,173.158823377795
150.5,171.87855135865
151,170.602836313626
151.5,169.331608463006
152,168.064798641246
152.5,166.802338282105
153,165.54415940397
153.5,164.290194595366
154,163.040377000661
154.5,161.794640305946
155,160.552918725083
155.5,159.315146985933
156,158.081260316733
156.5,156.851194432636
157,155.624885522402
157.5,154.402270235229
158,153.183285667735
158.5,151.967869351059
159,150.755959238111
159.5,149.547493690932
160,148.342411468186
160.5,147.140651712759
161,145.942153939481
161.5,144.746858022946
162,143.554704185438
162.5,142.365632984965
163,141.17958530338
163.5,139.996502334596
164,138.816325572895
164.5,137.638996801322
165,136.464458080155
165.5,135.292651735467
166,134.123520347755
166.5,132.957006740653
167,131.793053969713
167.5,130.63160531126
168,129.472604251315
168.5,128.31599447459
169,127.16171985355
169.5,126.009724437542
170,124.859952441992
170.5,123.712348237669
171,122.566856340022
171.5,121.423421398583
172,120.281988186443
172.5,119.142501589808
173,118.004906597625
173.5,116.869148291299
174,115.735171834492
174.5,114.602922463016
175,113.47234547483
175.5,112.343386220139
176,111.215990091616
176.5,110.090102514752
177,108.96566893834
177.5,107.842634825119
178,106.720945642587
178.5,105.600546853996
179,104.481383909563
179.5,103.363402237902
180,102.246547237716
180.5,101.130764269768
181,100.01599864917
181.5,98.9021956380227
182,97.7893004384421
182.5,96.6772581860221
183,95.5660139437826
183.5,94.455512696657
184,93.3456993465817
184.5,92.23651870826
185,91.1279155056742
185.5,90.0198343694377
186,88.9122198350813
186.5,87.8050163423866
187,86.6981682358861
187.5,85.591619766671
188,84.4853150956589
188.5,83.3791982984956
189,82.2732133722868
189.5,81.167304244379
190,80.0614147834354
190.5,78.9554888130871
191,77.8494701284729
191.5,76.743302516022
192,75.6369297768831
192.5,74.5302957544511
193,73.4233443665111
193.5,72.3160196425801
194,71.2082657671166
194.5,70.1000271293532
195,68.9912483806175
195.5,67.8818745001307
196,66.7718508704139
196.5,65.6611233636009
197,64.5496384401468
197.5,63.4373432616514
198,62.3241858197761
198.5,61.2101150835455
199,60.0950811676883
199.5,58.9790355251005
200,57.8619311670208
200.5,56.7437229151118
201,55.6243676903505
201.5,54.5038248444901
202,53.3820565408703
202.5,52.2590281925781
203,51.1347089674403
203.5,50.0090723711026
204,48.8820969216224
204.5,47.7537669316252
205,46.6240734173018
205.5,45.4930151574672
206,44.3605999307755
206.5,43.22684596521
207,42.0917836414663
207.5,40.9554575012013
208,39.8179286228795
208.5,38.6792774427605
209,37.539607117359
209.5,36.3990475476352
210,35.2577602158175
210.5,34.1159440252104
211,32.9738423843815
211.5,31.8317518435374
212,30.690032677719
212.5,29.5491219255228
213,28.4095495425979
213.5,27.2719585285935
214,26.1371301511528
214.5,25.0060157429702
215,23.8797770163225
215.5,22.7598374593773
216,21.6479481911125
216.5,20.5462726972949
217,19.4574961707606
217.5,18.3849666967611
218,17.3328770667873
218.5,16.3064970362387
219,15.3124651130447
219.5,14.359143859846
220,13.4570282471091
220.5,12.6191645303601
221,11.86147654247
221.5,11.2028006069975
222,10.6643184261836
222.5,10.2680314311599
223,10.0341032594916
223.5,9.97744494708632
224,10.1046491501678
224.5,10.4126562606428
225,10.8898264060995
225.5,11.518821462955
226,12.279948119689
226.5,13.1538390117566
227,14.1230561692599
227.5,15.1727521051039
228,16.2907220509272
228.5,17.4671487725112
229,18.6942377834257
229.5,19.9658486118311
230,21.2771680244145
230.5,22.6244387226444
231,24.0047419252655
231.5,25.4158265085221
232,26.8559761362836
232.5,28.3239064685744
233,29.8186858156922
233.5,31.3396739416734
234,32.886474899533
234.5,34.4589007449092
235,36.0569437338432
235.5,37.6807551962035
236,39.3306297241048
236.5,41.0069936563486
237,42.7103971015239
237.5,44.4415089445522
238,46.2011144400323
238.5,47.9901151229634
239,49.8095308727591
239.5,51.6605040573973
240,53.544305767219
240.5,55.4623442276122
241,57.4161755615382
241.5,59.407517161619
242,61.4382640327579
242.5,63.5105085864977
243,65.6265645155577
243.5,67.7889955614899
244,70.0006502239099
244.5,72.2647037646182
245,74.5847092593856
245.5,76.9646599789674
246,79.4090660874769
246.5,81.9230495983835
247,84.5124628212989
247.5,87.1840373000453
248,89.9455726706993
248.5,92.8061782130223
249,95.776584467731
249.5,98.8695485553498
250,102.100385153371
250.5,105.487665520111
251,109.054138214202
251.5,112.827931744979
252,116.844083284787
252.5,121.146344099265
253,125.788877746111
253.5,130.836392525787
254,136.357862649331
254.5,142.398123995308
255,148.875721252302
255.5,155.236284982048
256,159.348074512993
256.5,154.908872804555
257,132.444706521656
257.5,101.354697297806
258,89.8816476239781
258.5,96.9794920604398
259,108.821976646681
259.5,120.359957664023
260,130.866871373567
260.5,140.555134198845
261,149.743961244627
261.5,158.709090037426
262,167.67419644939
262.5,176.825641525572
263,186.326107377183
263.5,196.322004119294
264,206.941691296299
264.5,218.278185555509
265,230.341908879989
265.5,242.953591264456
266,255.523448667305
266.5,266.649240480532
267,273.567875439654
267.5,271.99303969996
268,257.767943585431
268.5,230.911172994634
269,197.889980889792
269.5,167.820821250149
270,147.032688818786
270.5,137.223041519998
271,136.597737899452
271.5,142.111045285002
272,151.181452439503
272.5,162.185304172672
273,174.263644136412
273.5,187.02830684858
274,200.3587514237
274.5,214.290783986893
275,228.964747717044
275.5,244.609616644733
276,261.551300168973
276.5,280.242030894696
277,301.314098904304
277.5,325.667126673156
278,354.604291424086
278.5,390.03693398174
279,434.764138762189
279.5,492.742496385248
280,568.863615109947
280.5,666.379649467822
281,777.20057874587
281.5,864.667074473028
282,877.396030446707
282.5,817.133001262618
283,733.063723934862
283.5,657.832716747713
284,599.126909988538
284.5,554.810426689729
285,521.0160803697
285.5,494.440979671139
286,472.672800783938
286.5,454.044456036457
287,437.435374073352
287.5,422.109856598346
288,407.599279924663
288.5,393.618437301076
289,380.006169183399
289.5,366.683094408948
290,353.621583607436
290.5,340.824674115967
291,328.311590943435
291.5,316.108142275378
292,304.24066390624
292.5,292.732487136671
293,281.602143399172
293.5,270.862714483912
294,260.521896721338
294.5,250.582474402848
295,241.042995507281
295.5,231.898515531531
296,223.141327402346
296.5,214.761631516984
297,206.748123919413
297.5,199.0884958102
298,191.769846656621
298.5,184.779018111318
299,178.102858213349
299.5,171.728425952223
300,165.643145914927
300.5,159.834921862367
301,154.292216983105
301.5,149.004107423357
302,143.9603145922
302.5,139.151220740905
303,134.567871436552
303.5,130.201967796089
304,126.045850712006
304.5,122.092478774237
305,118.33540116309
305.5,114.768726443507
306,111.387087921689
306.5,108.185606022902
307,105.159848007497
307.5,102.305785255764
308,99.6197483171584
308.5,97.0983799318853
309,94.7385862887752
309.5,92.5374868773896
310,90.4923634170961
310.5,88.6006084916051
311,86.8596746712762
311.5,85.2670250520774
312,83.8200862618501
312.5,82.5162050636395
313,81.352609705673
313.5,80.3263771152806
314,79.4344069028908
314.5,78.6734029332326
315,78.0398629439817
315.5,77.5300763656302
316,77.1401301454687
316.5,76.8659220321285
317,76.7031804642194
317.5,76.6474899525575
318,76.6943206689385
318.5,76.8390608650769
319,77.0770507435685
319.5,77.4036164803044
320,77.8141032398892
320.5,78.3039062134914
321,78.8684989221975
321.5,79.5034582494591
322,80.2044858776542
322.5,80.9674259941477
323,81.78827929369
323.5,82.6632134327986
324,83.5885701874036
324.5,84.5608696295957
325,85.5768116764727
325.5,86.6332753784567
326,87.7273163108541
326.5,88.8561624156274
327,90.0172086143763
327.5,91.2080104820862
328,92.4262772370379
328.5,93.669864267592
329,94.9367653830109
329.5,96.2251049439993
330,97.5331300000386
330.5,98.8592025350466
331,100.201791900621
331.5,101.559467496963
332,102.93089174539
332.5,104.314813382869
333,105.710061097918
333.5,107.115537518294
334,108.53021355376
334.5,109.953123091676
335,111.383358038937
335.5,112.820063700596
336,114.262434483317
336.5,115.709709910225
337,117.161170932837
337.5,118.616136525239
338,120.07396054561
338.5,121.534028850326
339,122.995756646272
339.5,124.45858606751
340,125.921983963097
340.5,127.385439883534
341,128.848464254085
341.5,130.310586723972
342,131.771354681199
342.5,133.23033192353
343,134.687097476861
343.5,136.14124455293
344,137.59237963897
344.5,139.040121712528
345,140.484101575265
345.5,141.923961300077
346,143.359353786377
346.5,144.789942418817
347,146.215400825163
347.5,147.635412729346
348,149.049671896081
348.5,150.457882163709
349,151.859757562118
349.5,153.255022512871
350,154.643412108744
350.5,156.02467247007
351,157.398561175324
351.5,158.764847763466
352,160.12331430556
352.5,161.473756043182
353,162.815982091081
353.5,164.14981620149
354,165.475097587372
354.5,166.791681801767
355,168.099441670241
355.5,169.398268273282
356,170.688071975251
356.5,171.968783496326
357,173.240355023606
357.5,174.502761357288
358,175.756001087613
358.5,177.000097797929
359,178.235101289018
359.5,179.461088819472
360,180.678166356684
360.5,181.886469832694
361,183.086166398845
361.5,184.277455672989
362,185.46057097265
362.5,186.63578052738
363,187.803388663278
363.5,188.963736952482
364,190.117205320247
364.5,191.264213102124
365,192.405220043632
365.5,193.540727234775
366,194.671277971752
366.5,195.797458538218
367,196.919898898591
367.5,198.039273295988
368,199.156300747626
368.5,200.271745430744
369,201.386416952449
369.5,202.501170497265
370,203.616906846603
370.5,204.734572264888
371,205.855158247663
371.5,206.979701127603
372,208.109281535084
372.5,209.245023710691
373,210.38809466788
373.5,211.539703204823
374,212.70109876541
374.5,213.873570150268
375,215.058444079677
375.5,216.257083611195
376,217.470886415859
376.5,218.701282917783
377,219.949734303014
377.5,221.217730404453
378,222.506787470631
378.5,223.818445826993
379,225.15426743923
379.5,226.515833388989
380,227.904741272949
380.5,229.322602536908
381,230.771039757032
381.5,232.251683880771
382,233.76617144027
382.5,235.316141751185
383,236.903234109852
383.5,238.529085001565
384,240.19532533244
384.5,241.903577696866
385,243.655453691937
385.5,245.452551289497
386,247.296452275509
386.5,249.188719765428
387,251.130895803027
387.5,253.124499048906
388,255.171022563382
388.5,257.271931687065
389,259.428662020762
389.5,261.642617504728
390,263.915168595573
390.5,266.247650537434
391,268.641361722249
391.5,271.097562132276
392,273.617471856275
392.5,276.202269669107
393,278.853091662908
393.5,281.57102991645
394,284.357131187834
394.5,287.21239561433
395,290.137775401856
395.5,293.13417348553
396,296.202442141604
396.5,299.343381530258
397,302.557738147916
397.5,305.846203167127
398,309.209410641543
398.5,312.647935553153
399,316.162291678755
399.5,319.752929252557
400,323.42023240188
400.5,327.164516333253
401,330.986024246546
401.5,334.884923955474
402,338.861304193568
402.5,342.915170585779
403,347.046441267108
403.5,351.254942131206
404,355.540401693677
404.5,359.902445556917
405,364.340590465803
405.5,368.854237946349
406,373.442667522726
406.5,378.105029511729
407,382.840337397986
407.5,387.64745979795
408,392.525112026058
408.5,397.47184728238
409,402.48604748774
409.5,407.565913799579
410,412.709456849922
410.5,417.914486755564
411,423.178602960209
411.5,428.499183978492
412,433.873377122909
412.5,439.298088306276
413,444.769972024621
413.5,450.285421638117
414,455.840560080708
414.5,461.431231142316
415,467.052991480547
415.5,472.701103531729
416,478.370529503078
416.5,484.055926638938
417,489.751643963708
417.5,495.451720711704
418,501.149886659619
418.5,506.83956457962
419,512.513875030037
419.5,518.165643695518
420,523.787411478826
420.5,529.371447531741
421,534.909765392151
421.5,540.394142368339
422,545.816142279073
422.5,551.167141619551
423,556.438359178521
423.5,561.620889081243
424,566.705737176968
424.5,571.68386062897
425,576.546210500873
425.5,581.283777066462
426,585.887637502663
426.5,590.349005558857
427,594.659282731849
427.5,598.81011041683
428,602.793422452501
428.5,606.601497435252
429,610.227010144822
429.5,613.663081403873
430,616.903325687854
430.5,619.941895810408
431,622.773524033876
431.5,625.393558994428
432,627.797997886236
432.5,629.983513418153
433,631.947475137767
433.5,633.687964809562
434,635.203785633787
434.5,636.494465197645
435,637.560252157669
435.5,638.402106758766
436,639.021685398063
436.5,639.421319538008
437,639.60398936027
437.5,639.573292628031
438,639.333409287396
438.5,638.889062387786
439,638.245475935711
439.5,637.408330316069
440,636.383715920462
440.5,635.178085613854
441,633.798206650262
441.5,632.251112616697
442,630.54405594384
442.5,628.684461473846
443,626.679881522006
443.5,624.53795281175
444,622.266355603158
444.5,619.872775275664
445,617.36486656719
445.5,614.750220615854
446,612.036334897676
446.5,609.230586105123
447,606.340205967433
447.5,603.372259974785
448,600.333628934881
448.5,597.230993262038
449,594.07081987579
449.5,590.859351567591
450,587.602598680517
450.5,584.30633293733
451,580.976083246459
451.5,577.617133313042
452,574.234520882642
452.5,570.833038448092
453,567.417235254877
453.5,563.991420446995
454,560.559667202987
454.5,557.125817720635
455,553.693488918104
455.5,550.266078729129
456,546.846772879687
456.5,543.438552043555
457,540.044199283833
457.5,536.666307696963
458,533.307288184808
458.5,529.96937728896
459,526.654645029511
459.5,523.365002698075
460,520.102210561824
460.5,516.86788544173
461,513.663508134071
461.5,510.490430649594
462,507.34988324949
462.5,504.242981261704
463,501.170731664867
463.5,498.134039430571
464,495.133713617677
464.5,492.17047321493
465,489.244952730444
465.5,486.357707528527
466,483.509218915972
466.5,480.699898981359
467,477.930095192034
467.5,475.200094754402
468,472.510128743955
468.5,469.860376012035
469,467.250966876808
469.5,464.681986606278
470,462.153478701373
470.5,459.665447987302
471,457.217863521417
471.5,454.810661325828
472,452.443746952921
472.5,450.116997891847
473,447.830265823874
473.5,445.583378734316
474,443.376142888537
474.5,441.208344679307
475,439.079752352516
475.5,436.990117618033
476,434.939177152187
476.5,432.926653998124
477,430.952258869973
477.5,429.01569136655
478,427.116641099985
478.5,425.254788744468
479,423.429807009998
479.5,421.64136154581
480,419.889111777866
480.5,418.172711684619
481,416.491810514968
481.5,414.846053452167
482,413.235082227175
482.5,411.6585356848
483,410.116050305743
483.5,408.607260687494
484,407.131799986862
484.5,405.68930032672
485,404.279393169432
485.5,402.901709659253
486,401.555880935853
486.5,400.241538420994
487,398.958314080245
487.5,397.705840661524
488,396.483751912108
488.5,395.291682775689
489,394.129269570908
489.5,392.99615015274
490,391.891964058004
490.5,390.816352636161
491,389.768959166542
491.5,388.749428963006
492,387.757409467016
492.5,386.79255033002
493,385.85450348597
493.5,384.942923214777
494,384.05746619741
494.5,383.197791563319
495,382.363560930816
495.5,381.554438440994
496,380.770090785724
496.5,380.010187230236
497,379.274399630762
497.5,378.562402447654
498,377.873872754391
498.5,377.208490242861
499,376.565937225228
499.5,375.945898632743
500,375.348062011771
500.5,374.772117517302
501,374.217757904227
501.5,373.684678516575
502,373.172577274958
502.5,372.681154662396
503,372.210113708723
503.5,371.759159973735
504,371.328001529229
504.5,370.916348940077
505,370.523915244479
505.5,370.15041593348
506,369.795568929908
506.5,369.459094566784
507,369.14071556533
507.5,368.840157012638
508,368.55714633909
508.5,368.291413295586
509,368.04268993065
509.5,367.810710567463
510,367.595211780892
510.5,367.395932374534
511,367.212613357847
511.5,367.044997923379
512,366.89283142415
512.5,366.755861351205
513,366.633837311374
513.5,366.526511005246
514,366.433636205408
514.5,366.354968734944
515,366.290266446215
515.5,366.239289199942
516,366.201798844604
516.5,366.177559196159
517,366.166336018099
517.5,366.167897001841
518,366.182011747483
518.5,366.2084517449
519,366.246990355212
519.5,366.297402792613
520,366.359466106572
520.5,366.4329591644
521,366.517662634195
521.5,366.613358968165
522,366.719832386316
522.5,366.836868860529
523,366.964256099005
523.5,367.10178353109
524,367.249242292469
524.5,367.406425210747
525,367.573126791385
525.5,367.749143204024
526,367.934272269168
526.5,368.128313445241
527,368.331067816004
527.5,368.54233807834
528,368.761928530402
528.5,368.989645060109
529,369.225295134009
529.5,369.468687786494
530,369.719633609358
530.5,369.97794474171
531,370.24343486023
531.5,370.515919169761
532,370.795214394249
532.5,371.081138768008
533,371.373512027322
533.5,371.672155402379
534,371.976891609517
534.5,372.287544843802
535,372.603940771923
535.5,372.925906525394
536,373.253270694066
536.5,373.585863319953
537,373.92351589135
537.5,374.266061337248
538,374.61333402205
538.5,374.965169740567
539,375.3214057133
539.5,375.681880582
540,376.046434405507
540.5,376.414908655845
541,376.787146214599
541.5,377.162991369535
542,377.542289811477
542.5,377.924888631441
543,378.310636317996
543.5,378.699382754872
544,379.090979218794
544.5,379.485278377542
545,379.882134288226
545.5,380.281402395777
546,380.68293953164
546.5,381.086603912664
547,381.492255140194
547.5,381.899754199331
548,382.308963458387
548.5,382.719746668499
549,383.131968963416
549.5,383.545496859436
550,383.960198255494
550.5,384.37594243339
551,384.792600058156
551.5,385.210043178545
552,385.628145227638
552.5,386.046781023563
553,386.465826770318
553.5,386.885160058682
554,387.304659867221
554.5,387.724206563367
555,388.143681904567
555.5,388.562969039493
556,388.981952509306
556.5,389.400518248972
557,389.818553588595
557.5,390.235947254804
558,390.652589372139
558.5,391.068371464454
559,391.483186456334
559.5,391.896928674482
560,392.309493849122
560.5,392.720779115355
561,393.130683014499
561.5,393.539105495385
562,393.945947915601
562.5,394.351113042694
563,394.754505055297
563.5,395.156029544193
564,395.555593513288
564.5,395.953105380516
565,396.348474978633
565.5,396.741613555914
566,397.132433776747
566.5,397.520849722099
567,397.906776889873
567.5,398.290132195114
568,398.670833970101
568.5,399.048801964269
569,399.423957344008
569.5,399.796222692279
570,400.165522008082
570.5,400.53178070575
571,400.894925614067
571.5,401.25488497521
572,401.611588443493
572.5,401.964967083934
573,402.314953370618
573.5,402.661481184857
574,403.004485813149
574.5,403.343903944925
575,403.679673670078
575.5,404.011734476287
576,404.340027246099
576.5,404.664494253805
577,404.985079162079
577.5,405.301727018384
578,405.614384251154
578.5,405.922998665729
579,406.227519440055
579.5,406.527897120156
580,406.824083615342
580.5,407.116032193195
581,407.403697474299
581.5,407.687035426731
582,407.966003360301
582.5,408.240559920551
583,408.510665082507
583.5,408.776280144179
584,409.03736771983
584.5,409.293891732983
585,409.545817409194
585.5,409.793111268583
586,410.035741118114
586.5,410.273676043647
587,410.506886401745
587.5,410.735343811241
588,410.959021144581
588.5,411.17789251893
589,411.391933287045
589.5,411.601120027928
590,411.805430537257
590.5,412.004843817594
591,412.199340068369
591.5,412.388900675672
592,412.573508201816
592.5,412.753146374701
593,412.92780007699
593.5,413.097455335067
594,413.262099307813
594.5,413.421720275209
595,413.57630762673
595.5,413.725851849581
596,413.870344516747
596.5,414.009778274899
597,414.144146832098
597.5,414.273444945387
598,414.397668408196
598.5,414.516814037621
599,414.630879661561
599.5,414.739864105708
600,414.843767180424
